Aug 01 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 06:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 16 06:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 16 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 16 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 16 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Full to Down
Aug 16 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Down to Full
Aug 16 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 14:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to configuration change
Aug 17 14:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 established
Aug 17 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 18:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Full to Down
Aug 17 18:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Down to Full
Aug 17 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 21:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 17 21:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 17 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 17 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 17 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 17 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 17 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 18 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 18 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 18 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 18 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 18 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 18 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
